GUIDELINE	YEAR	STRAIN	REFERENCE_TABLE	WHONET_ORG_CODE	ANTIBIOTIC	ABX_TEST	WHONET_ABX_CODE	METHOD	GUIDELINES	MEDIUM	MINIMUM	MAXIMUM	DATE_ENTERED	DATE_MODIFIED	COMMENTS
CLSI	2013	atcc25922	Table 4A	eco	Piperacillin	PIP_NM	PIP	MIC	CLSI	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Piperacillin/Tazobactam	TZP_NM	TZP	MIC	CLSI	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Vet	eco	Pirlimycin	PIR_NM	PIR	MIC	CLSI	MH	32	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Polymixin B	POL_NM	POL	MIC	CLSI	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Razupenem	RZM_NM	RZM	MIC	CLSI	MH	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Rifampin	RIF_NM	RIF	MIC	CLSI	MH	4	16	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Sparfloxacin	SPX_NM	SPX	MIC	CLSI	MH	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Vet	eco	Spectinomycin	SPT_NM	SPT	MIC	CLSI	MH	8	64	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Sulfamethoxazole	SMX_NM	SMX	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Sulfisoxazole	SOX_NM	SOX	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Sulfonamides	SSS_NM	SSS	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Sulopenem	SLP_NM	SLP	MIC	CLSI	MH	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Tetracycline	TCY_NM	TCY	MIC	CLSI	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Ticarcillin	TIC_NM	TIC	MIC	CLSI	MH	4	16	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	CLSI	MH	4	16	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Tigecycline	TGC_NM	TGC	MIC	CLSI	MH	0.03	0.25	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Vet	eco	Tilmicosin	TIL_NM	TIL	MIC	CLSI	MH	64	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Tobramycin	TOB_NM	TOB	MIC	CLSI	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Trimethoprim	TMP_NM	TMP	MIC	CLSI	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Trimethoprim/sulfamethoxazole	SXT_NM	SXT	MIC	CLSI	MH	0	0.5	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Trospectomycin	TRO_NM	TRO	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Trovafloxacin	TVA_NM	TVA	MIC	CLSI	MH	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Vet	eco	Tylosin	TYL_NM	TYL	MIC	CLSI	MH	64	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Ulifloxacin (prulifloxacin)	PRU_NM	PRU	MIC	CLSI	MH	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ampicillin/Sulbactam	SAM_ND10	SAM	Disk	CLSI	MH	29	37	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefamandole	MAN_ND30	MAN	Disk	CLSI	MH	26	34	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefazolin	CZO_ND30	CZO	Disk	CLSI	MH	29	35	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefditoren	DIT_ND5	DIT	Disk	CLSI	MH	20	28	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefepime	FEP_ND30	FEP	Disk	CLSI	MH	23	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefotaxime	CTX_ND30	CTX	Disk	CLSI	MH	25	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefotetan	CTT_ND30	CTT	Disk	CLSI	MH	17	23	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefoxitin	FOX_ND30	FOX	Disk	CLSI	MH	23	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefprozil	PRO_ND30	PRO	Disk	CLSI	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ceftaroline	CPT_ND30	CPT	Disk	CLSI	MH	26	35	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ceftazidime/Avibactam	CZA_ND30	CZA	Disk	CLSI	MH	16	22	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Ceftiofur	TIO_ND30	TIO	Disk	CLSI	MH	27	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ceftizoxime	CZX_ND30	CZX	Disk	CLSI	MH	27	35	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ceftriaxone	CRO_ND30	CRO	Disk	CLSI	MH	22	28	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefuroxime	CXM_ND30	CXM	Disk	CLSI	MH	27	35	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Danofloxacin	DFX_ND5	DFX	Disk	CLSI	MH	24	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Difloxacin	DIF_ND10	DIF	Disk	CLSI	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Dirithromycin	DIR_ND15	DIR	Disk	CLSI	MH	18	26	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Doripenem	DOR_ND10	DOR	Disk	CLSI	MH	33	42	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Doxycycline	DOX_ND30	DOX	Disk	CLSI	MH	23	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Enoxacin	ENX_ND10	ENX	Disk	CLSI	MH	22	28	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Enrofloxacin	ENR_ND5	ENR	Disk	CLSI	MH	27	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ertapenem	ERT_ND10	ERT	Disk	CLSI	MH	24	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Erythromycin	ERY_ND15	ERY	Disk	CLSI	MH	22	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Faropenem	FAR_ND5	FAR	Disk	CLSI	MH	27	34	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Fleroxacin	FLE_ND5	FLE	Disk	CLSI	MH	21	27	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Florfenicol	FLR_ND30	FLR	Disk	CLSI	MH	22	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Fosfomycin	FOS_ND200	FOS	Disk	CLSI	MH	25	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Fusidic acid	FUS_ND10	FUS	Disk	CLSI	MH	24	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Garenoxacin	GRN_ND5	GRN	Disk	CLSI	MH	30	36	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Gatifloxacin	GAT_ND5	GAT	Disk	CLSI	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Gemifloxacin	GEM_ND5	GEM	Disk	CLSI	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Gentamicin	GEN_ND10	GEN	Disk	CLSI	MH	19	27	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Grepafloxacin	GRX_ND5	GRX	Disk	CLSI	MH	26	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Iclaprim	ICL_ND5	ICL	Disk	CLSI	MH	25	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Kanamycin	KAN_ND30	KAN	Disk	CLSI	MH	19	26	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Levofloxacin	LVX_ND5	LVX	Disk	CLSI	MH	25	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Linezolid	LNZ_ND30	LNZ	Disk	CLSI	MH	25	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Linopristin-flopristin	LFE_ND10	LFE	Disk	CLSI	MH	25	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Lomefloxacin	LOM_ND10	LOM	Disk	CLSI	MH	23	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Loracarbef	LOR_ND30	LOR	Disk	CLSI	MH	23	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Marbofloxacin	MAR_ND5	MAR	Disk	CLSI	MH	24	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Meropenem	MEM_ND10	MEM	Disk	CLSI	MH	29	37	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Methicillin	MET_ND5	MET	Disk	CLSI	MH	17	22	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Minocycline	MNO_ND30	MNO	Disk	CLSI	MH	25	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Moxalactam (Latamoxef)	MOX_ND30	MOX	Disk	CLSI	MH	18	24	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Moxifloxacin	MFX_ND5	MFX	Disk	CLSI	MH	28	35	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Nafcillin	NAF_ND1	NAF	Disk	CLSI	MH	16	22	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Netilmicin	NET_ND30	NET	Disk	CLSI	MH	22	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Nitrofurantoin	NIT_ND300	NIT	Disk	CLSI	MH	18	22	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Norfloxacin	NOR_ND10	NOR	Disk	CLSI	MH	17	28	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ofloxacin	OFX_ND5	OFX	Disk	CLSI	MH	24	28	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Omadacycline	OMC_ND30	OMC	Disk	CLSI	MH	22	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Orbifloxacin	ORB_ND10	ORB	Disk	CLSI	MH	24	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Oxacillin	OXA_ND1	OXA	Disk	CLSI	MH	18	24	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Penicillin G	PEN_ND10	PEN	Disk	CLSI	MH	26	37	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Penicillin/Novobiocin	PNO_ND10	PNO	Disk	CLSI	MH	30	36	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Piperacillin/Tazobactam	TZP_ND100	TZP	Disk	CLSI	MH	27	36	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Pirlimycin	PRL_ND2	PRL	Disk	CLSI	MH	20	25	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Plazomicin	PLZ_ND30	PLZ	Disk	CLSI	MH	19	25	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Quinupristin/Dalfopristin	QDA_ND15	QDA	Disk	CLSI	MH	21	28	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Rifampin	RIF_ND5	RIF	Disk	CLSI	MH	26	34	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Solithromycin	SOL_ND15	SOL	Disk	CLSI	MH	22	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Sparfloxacin	SPX_ND5	SPX	Disk	CLSI	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Spectinomycin	SPT_ND100	SPT	Disk	CLSI	MH	13	17	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Streptomycin	STR_ND10	STR	Disk	CLSI	MH	14	22	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Sulfamethoxazole	SMX_ND200	SMX	Disk	CLSI	MH	24	34	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Sulfisoxazole	SOX_ND200	SOX	Disk	CLSI	MH	24	34	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Sulfonamides	SSS_ND200	SSS	Disk	CLSI	MH	24	34	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Tedizolid	TED_ND2	TED	Disk	CLSI	MH	22	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Teicoplanin	TEC_ND30	TEC	Disk	CLSI	MH	15	21	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Telavancin	TLV_ND30	TLV	Disk	CLSI	MH	16	20	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Telithromycin	TEL_ND15	TEL	Disk	CLSI	MH	24	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Tetracycline	TCY_ND30	TCY	Disk	CLSI	MH	24	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Tiamulin	TIA_ND30	TIA	Disk	CLSI	MH	25	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ticarcillin/Clavulanic acid	TCC_ND75	TCC	Disk	CLSI	MH	29	37	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Tigecycline	TGC_ND15	TGC	Disk	CLSI	MH	20	25	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Tilmicosin	TIL_ND15	TIL	Disk	CLSI	MH	17	21	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Tobramycin	TOB_ND10	TOB	Disk	CLSI	MH	19	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Trimethoprim	TMP_ND5	TMP	Disk	CLSI	MH	19	26	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Trimethoprim/sulfamethoxazole	SXT_ND1_2	SXT	Disk	CLSI	MH	24	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Trospectomycin	TRO_ND30	TRO	Disk	CLSI	MH	15	20	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Trovafloxacin	TVA_ND10	TVA	Disk	CLSI	MH	29	35	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ulifloxacin (prulifloxacin)	PRU_ND5	PRU	Disk	CLSI	MH	20	26	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Vancomycin	VAN_ND30	VAN	Disk	CLSI	MH	17	21	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Carbenicillin	CRB_ND100	CRB	Disk	CLSI	MH	18	24	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Cefepime	FEP_ND30	FEP	Disk	CLSI	MH	24	30	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Cefotaxime	CTX_ND30	CTX	Disk	CLSI	MH	18	22	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ceftazidime/Avibactam	CZA_ND30	CZA	Disk	CLSI	MH	25	31	2021-01-01	2021-01-01	
CLSI	2013	atcc27853		pae	Ceftiofur	TIO_ND30	TIO	Disk	CLSI	MH	14	18	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ceftizoxime	CZX_ND30	CZX	Disk	CLSI	MH	12	17	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ceftriaxone	CRO_ND30	CRO	Disk	CLSI	MH	17	23	2021-01-01	2021-01-01	
CLSI	2013	atcc27853		pae	Danofloxacin	DFX_ND5	DFX	Disk	CLSI	MH	18	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853		pae	Difloxacin	DIF_ND10	DIF	Disk	CLSI	MH	16	22	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Doripenem	DOR_ND10	DOR	Disk	CLSI	MH	28	35	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Enoxacin	ENX_ND10	ENX	Disk	CLSI	MH	22	28	2021-01-01	2021-01-01	
CLSI	2013	atcc27853		pae	Enrofloxacin	ENR_ND5	ENR	Disk	CLSI	MH	15	19	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ertapenem	ERT_ND10	ERT	Disk	CLSI	MH	13	21	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Fleroxacin	FLE_ND5	FLE	Disk	CLSI	MH	12	20	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Garenoxacin	GRN_ND5	GRN	Disk	CLSI	MH	19	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Gatifloxacin	GAT_ND5	GAT	Disk	CLSI	MH	20	28	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Gemifloxacin	GEM_ND5	GEM	Disk	CLSI	MH	19	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Gentamicin	GEN_ND10	GEN	Disk	CLSI	MH	17	23	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Grepafloxacin	GRX_ND5	GRX	Disk	CLSI	MH	20	27	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Imipenem	IPM_ND10	IPM	Disk	CLSI	MH	20	28	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Levofloxacin	LVX_ND5	LVX	Disk	CLSI	MH	19	26	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Lomefloxacin	LOM_ND10	LOM	Disk	CLSI	MH	22	28	2021-01-01	2021-01-01	
CLSI	2013	atcc27853		pae	Marbofloxacin	MAR_ND5	MAR	Disk	CLSI	MH	20	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Meropenem	MEM_ND10	MEM	Disk	CLSI	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Mezlocillin	MEZ_ND75	MEZ	Disk	CLSI	MH	19	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Moxalactam (Latamoxef)	MOX_ND30	MOX	Disk	CLSI	MH	17	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Moxifloxacin	MFX_ND5	MFX	Disk	CLSI	MH	17	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Netilmicin	NET_ND30	NET	Disk	CLSI	MH	17	23	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Norfloxacin	NOR_ND10	NOR	Disk	CLSI	MH	22	29	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ofloxacin	OFX_ND5	OFX	Disk	CLSI	MH	17	21	2021-01-01	2021-01-01	
CLSI	2013	atcc27853		pae	Orbifloxacin	ORB_ND10	ORB	Disk	CLSI	MH	16	22	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Piperacillin	PIP_ND100	PIP	Disk	CLSI	MH	25	33	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Piperacillin/Tazobactam	TZP_ND100	TZP	Disk	CLSI	MH	25	33	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Plazomicin	PLZ_ND30	PLZ	Disk	CLSI	MH	15	21	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Polymyxin B	POL_ND300	POL	Disk	CLSI	MH	14	18	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Sparfloxacin	SPX_ND5	SPX	Disk	CLSI	MH	21	29	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Spectinomycin	SPT_ND100	SPT	Disk	CLSI	MH	10	14	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ticarcillin	TIC_ND75	TIC	Disk	CLSI	MH	21	27	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ticarcillin/Clavulanic acid	TCC_ND75	TCC	Disk	CLSI	MH	20	28	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Tigecycline	TGC_ND15	TGC	Disk	CLSI	MH	9	13	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Tobramycin	TOB_ND10	TOB	Disk	CLSI	MH	20	26	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Trovafloxacin	TVA_ND10	TVA	Disk	CLSI	MH	21	27	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ulifloxacin (prulifloxacin)	PRU_ND5	PRU	Disk	CLSI	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Carbenicillin	CRB_NM	CRB	MIC	CLSI	MH	16	64	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Cefepime	FEP_NM	FEP	MIC	CLSI	MH	0.5	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Cefotaxime	CTX_NM	CTX	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ceftazidime/Avibactam	CZA_NM	CZA	MIC	CLSI	MH	0.5	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Ceftiofur	TIO_NM	TIO	MIC	CLSI	MH	16	64	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ceftizoxime	CZX_NM	CZX	MIC	CLSI	MH	16	64	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ceftriaxone	CRO_NM	CRO	MIC	CLSI	MH	8	64	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Difloxacin	DIF_NM	DIF	MIC	CLSI	MH	1	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Doripenem	DOR_NM	DOR	MIC	CLSI	MH	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Enoxacin	ENX_NM	ENX	MIC	CLSI	MH	2	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Enrofloxacin	ENR_NM	ENR	MIC	CLSI	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ertapenem	ERT_NM	ERT	MIC	CLSI	MH	2	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Finafloxacin	FIN_NM	FIN	MIC	CLSI	MH	1	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Fleroxacin	FLE_NM	FLE	MIC	CLSI	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Florfenicol	FLR_NM	FLR	MIC	CLSI	MH	32	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Fosfomycin	FOS_NM	FOS	MIC	CLSI	MH	2	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Garenoxacin	GRN_NM	GRN	MIC	CLSI	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Gatifloxacin	GAT_NM	GAT	MIC	CLSI	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Gemifloxacin	GEM_NM	GEM	MIC	CLSI	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Gentamicin	GEN_NM	GEN	MIC	CLSI	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Grepafloxacin	GRX_NM	GRX	MIC	CLSI	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Imipenem	IPM_NM	IPM	MIC	CLSI	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Levofloxacin	LVX_NM	LVX	MIC	CLSI	MH	0.5	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Lomefloxacin	LOM_NM	LOM	MIC	CLSI	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Loracarbef	LOR_NM	LOR	MIC	CLSI	MH	16	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Meropenem	MEM_NM	MEM	MIC	CLSI	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Mezlocillin	MEZ_NM	MEZ	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Moxalactam (Latamoxef)	MOX_NM	MOX	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Moxifloxacin	MFX_NM	MFX	MIC	CLSI	MH	1	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Netilmicin	NET_NM	NET	MIC	CLSI	MH	0.5	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Norfloxacin	NOR_NM	NOR	MIC	CLSI	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ofloxacin	OFX_NM	OFX	MIC	CLSI	MH	1	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Orbifloxacin	ORB_NM	ORB	MIC	CLSI	MH	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Penicillin/Novobiocin	PNO_NM	PNO	MIC	CLSI	MH	16	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Piperacillin	PIP_NM	PIP	MIC	CLSI	MH	1	8	2021-01-01	2021-01-01	
