WHONET_ORG_CODE	ORGANISM	TAXONOMIC_STATUS	COMMON	ORGANISM_TYPE	ANAEROBE	MORPHOLOGY	SUBKINGDOM_CODE	FAMILY_CODE	GENUS_GROUP	GENUS_CODE	SPECIES_GROUP	SEROVAR_GROUP	MSF_GRP_CLIN	SCT_CODE	SCT_TEXT	DWC_TAXON_ID	DWC_TAXONOMIC_STATUS	GBIF_TAXON_ID	GBIF_DATASET_ID	GBIF_TAXONOMIC_STATUS	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
atb	Arthrobacter sp.	C		+			+			ATB			OTH	131217006	Arthrobacter species	33BS	ACCEPTED	3223550	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Micrococcaceae	Arthrobacter
ard	Arthroderma sp.	C		f						ARD				11860003	Arthroderma	33CH	ACCEPTED	2596064	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma
abl	Arthroderma borellii	C		f						ARD				62457003	Arthroderma borelli	GYMB	ACCEPTED	2596014	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma
agu	Arthroderma grubyi	C		f						ARD				53815009	Arthroderma grubyi	GYMR	ACCEPTED	2596071	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma
agy	Arthroderma gypseum	C		f						ARD				27771001	Arthroderma gypseum	GYMS	ACCEPTED	2596086	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma
ape	Arthroderma persicolor	C		f						ARD				60780004	Arthroderma persicolor	GYN6	ACCEPTED	2596006	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma
art	Arthrographis sp.	C		f						ART				112406004	Arthrographis	33CP	ACCEPTED	2626724	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes		Eremomycetaceae	Arthrographis
aka	Arthrographis kalrae	C		f						ART				6791000	Arthrographis kalrae	GYP4	ACCEPTED	2626735	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes		Eremomycetaceae	Arthrographis
asc	Ascaris sp.	C		w						ASC				372370009	Ascaris sp.			1483572	80b4b440-eaca-4860-aadf-d0dfdd3e856e	accepted	Animalia	Nematoda	Secernentea	Ascaridida	Ascarididae	Ascaris
alu	Ascaris lumbricoides	C		w						ASC				19061001	Ascaris lumbricoides			4558786	80b4b440-eaca-4860-aadf-d0dfdd3e856e	accepted	Animalia	Nematoda	Secernentea	Ascaridida	Ascarididae	Ascaris
asp	Aspergillus sp.	C		f						ASP				115994009	Aspergillus species	33ZF	ACCEPTED	8884233	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
acl	Aspergillus clavatus	C		f						ASP				87240002	Aspergillus clavatus	HBYP	ACCEPTED	5259955	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
afs	Aspergillus fischerianus	C		f						ASP				41287002	Aspergillus fischeri	HC2T	ACCEPTED	5488764	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
afv	Aspergillus flavipes	C		f						ASP				54120001	Aspergillus flavipes	HC2V	ACCEPTED	5259935	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
afl	Aspergillus flavus	C		f						ASP				66821001	Aspergillus flavus	HC2X	ACCEPTED	5259820	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
afu	Aspergillus fumigatus	C		f						ASP				32684000	Aspergillus fumigatus	HC3H	ACCEPTED	5260010	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
and	Aspergillus nidulans	C		f						ASP				60264008	Aspergillus nidulans	HC7X	ACCEPTED	5260160	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
ani	Aspergillus niger	C		f						ASP				89354002	Aspergillus niger	HC7Z	ACCEPTED	3465658	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
ars	Aspergillus restrictus	C		f						ASP				12871004	Aspergillus restrictus	HCAZ	ACCEPTED	5259866	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
asy	Aspergillus sydowii	C		f						ASP				46388006	Aspergillus sydowi	HCD9	ACCEPTED	5259996	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
ate	Aspergillus terreus	C		f						ASP				26406003	Aspergillus terreus	HCDQ	ACCEPTED	5259838	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
avl	Aspergillus versicolor	C		f						ASP				48315007	Aspergillus versicolor	HCEY	ACCEPTED	5259999	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
ato	Atopobium sp.	C		a	X		+			ATO			OTH	131250006	Atopobium species	3575	ACCEPTED	3223447	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Coriobacteriales	Coriobacteriaceae	Atopobium
lmi	Atopobium minutum	C		a	X		+			ATO			OTH	113630002	Atopobium minutum	JHH9	ACCEPTED	3223456	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Coriobacteriales	Coriobacteriaceae	Atopobium
apv	Atopobium parvulum	C		a	X		+			ATO			OTH	113631003	Atopobium parvulum	JHHA	ACCEPTED	3223450	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Coriobacteriales	Coriobacteriaceae	Atopobium
arm	Atopobium rimae	C		a	X		+			ATO			OTH	113632005	Atopobium rimae	JHHB	ACCEPTED	3223453	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Coriobacteriales	Coriobacteriaceae	Atopobium
are	Aureobasidium sp.	C		f						AUS				34121008	Aureobasidium	35UR	ACCEPTED	9269560	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium
ava	Avibacterium sp.	C		-			-			AVA			OTH			36PS	ACCEPTED	3222190	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium
apg	Avibacterium paragallinarum	C		-			-			AVA			OTH			K34X	ACCEPTED	3222196	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium
bcs	Bacillus sp.	C		+			+			BCS			BAC+	372377007	Bacillus species	374C	ACCEPTED	3227637	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ban	Bacillus anthracis	C		+			+			BCS			OTH	21927003	Bacillus anthracis	K8N6	ACCEPTED	5428037	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
bce	Bacillus cereus	C		+			+			BCS			BAC+	84408007	Bacillus cereus	K8PJ	ACCEPTED	5428132	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
bci	Bacillus circulans	C		+			+			BCS			BAC+	71812004	Bacillus circulans	K8PS	ACCEPTED	5428072	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
bcg	Bacillus coagulans	C		+			+			BCS			BAC+	81346002	Bacillus coagulans	K8PV	ACCEPTED	5428016	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
bfi	Bacillus firmus	C		+			+			BCS			BAC+	13430008	Bacillus firmus	K8QQ	ACCEPTED	5428086	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
bln	Bacillus lentus	C		+			+			BCS			BAC+	3020006	Bacillus lentus	K8T6	ACCEPTED	5428091	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
bli	Bacillus licheniformis	C		+			+			BCS			BAC+	74867004	Bacillus licheniformis	K8T9	ACCEPTED	5428113	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
bmg	Bacillus megaterium	C		+			+			BCS			BAC+	79109002	Bacillus megaterium	K8TV	ACCEPTED	5428097	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
bmy	Bacillus mycoides	C		+			+			BCS			BAC+	33900003	Bacillus mycoides	K8U7	ACCEPTED	5428136	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
bpm	Bacillus pumilus	C		+			+			BCS			BAC+	16580009	Bacillus pumilus	K8VN	ACCEPTED	5428009	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
bsl	Bacillus subtilis	C		+			+			BCS			BAC+	83512007	Bacillus subtilis	K8WV	ACCEPTED	5428098	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
btu	Bacillus thuringiensis	C		+			+			BCS			BAC+	64840009	Bacillus thuringiensis	K8XE	ACCEPTED	5428045	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
bac	Bacteroides sp.	C		a	X		-			BAC			OTH	131218001	Bacteroides species	3752	ACCEPTED	3222857	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
bcc	Bacteroides caccae	C		a	X		-			BAC			OTH	14342006	Bacteroides caccae	K9RP	ACCEPTED	3228357	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
bco	Bacteroides coagulans	C		a	X		-			BAC			OTH	86193002	Bacteroides coagulans	K9RW	ACCEPTED	3228373	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
beg	Bacteroides eggerthii	C		a	X		-			BAC			OTH	90072006	Bacteroides eggerthii	K9S7	ACCEPTED	3228385	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
bfr	Bacteroides fragilis	C	X	a	X		-			BAC	BFX		OTH	55247009	Bacteroides fragilis	K9SE	ACCEPTED	3228366	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
bov	Bacteroides ovatus	C		a	X		-			BAC	BFX		OTH	86936008	Bacteroides ovatus	K9T8	ACCEPTED	3228361	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
bst	Bacteroides stercoris	C		a	X		-			BAC			OTH	163009	Bacteroides stercoris	K9TT	ACCEPTED	3228380	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
bth	Bacteroides thetaiotaomicron	C		a	X		-			BAC	BFX		OTH	34236001	Bacteroides thetaiotaomicron	K9TY	ACCEPTED	3228377	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
bun	Bacteroides uniformis	C		a	X		-			BAC			OTH	59604009	Bacteroides uniformis	K9TZ	ACCEPTED	3228384	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
bvu	Bacteroides vulgatus	C		a	X		-			BAC	BFX		OTH	52798008	Bacteroides vulgatus	K9U4	ACCEPTED	3228363	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
bar	Bartonella sp.	C		-			-			BAR			OTH	131413007	Bartonella species	3894	ACCEPTED	3220767	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella
bba	Bartonella bacilliformis	C		-			-			BAR			OTH	243352007	Bartonella bacilliformis	KSQH	ACCEPTED	3220789	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella
bez	Bartonella elizabethae	C		-			-			BAR			OTH	103513003	Bartonella elizabethae	KSQR	ACCEPTED	3220768	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella
bhe	Bartonella henselae	C		-			-			BAR			OTH	103510000	Bartonella henselae	KSQT	ACCEPTED	3220794	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella
bqu	Bartonella quintana	C		-			-			BAR			OTH	103511001	Bartonella quintana	KSQY	ACCEPTED	3220792	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella
bvi	Bartonella vinsonii	C		-			-			BAR			OTH	103512008	Bartonella vinsonii	KSR8	ACCEPTED									
bas	Basidiobolus sp.	C		f						BAS				26217004	Basidiobolus	38DK	ACCEPTED	2558164	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Zygomycota		Basidiobolales	Basidiobolaceae	Basidiobolus
bra	Basidiobolus ranarum	C		f						BAS				68673006	Basidiobolus ranarum	KUGU	ACCEPTED	2558165	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Zygomycota		Basidiobolales	Basidiobolaceae	Basidiobolus
bea	Beauveria sp.	C		f						BEA				66193005	Beauveria	3934	ACCEPTED	2560584	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria
ber	Bergeyella sp.	C		-			-		NFR	BER			OTH	131292001	Bergeyella species	39NC	ACCEPTED	3228642	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella
wzo	Bergeyella zoohelcum	C		-			-		NFR	BER			OTH	113718000	Bergeyella zoohelcum	LKTA	ACCEPTED	3228643	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella
bif	Bifidobacterium sp.	C		a	X		+			BIF			OTH	116384000	Bifidobacterium species	3A7U	ACCEPTED	3223496	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
bad	Bifidobacterium adolescentis	C		a	X		+			BIF			OTH	34446001	Bifidobacterium adolescentis	LT2U	ACCEPTED	3223530	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
bbf	Bifidobacterium bifidum	C		a	X		+			BIF			OTH	27108000	Bifidobacterium bifidum	LT2Z	ACCEPTED	3223498	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
bbv	Bifidobacterium breve	C		a	X		+			BIF			OTH	35011006	Bifidobacterium breve	LT35	ACCEPTED	3223509	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
bct	Bifidobacterium catenulatum	C		a	X		+			BIF			OTH	11539003	Bifidobacterium catenulatum	LT37	ACCEPTED	3223524	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
bcr	Bifidobacterium coryneforme	C		a	X		+			BIF			OTH	40574001	Bifidobacterium coryneforme	LT39	ACCEPTED	9788830	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
bdn	Bifidobacterium dentium	C		a	X		+			BIF			OTH	36623007	Bifidobacterium dentium	LT3C	ACCEPTED	3223531	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
blo	Bifidobacterium longum	C		a	X		+			BIF			OTH	19464000	Bifidobacterium longum	LT3M	ACCEPTED	3223523	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
bmn	Bifidobacterium magnum	C		a	X		+			BIF			OTH	57370000	Bifidobacterium magnum	LT3N	ACCEPTED	3223534	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
bps	Bifidobacterium pseudolongum	C		a	X		+			BIF			OTH	31812005	Bifidobacterium pseudolongum	LT3T	ACCEPTED	3223518	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
bil	Bilophila sp.	C		a	X		-			BIL			OTH	131425005	Bilophila species	3AAR	ACCEPTED	3220480	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila
bwa	Bilophila wadsworthia	C		a	X		-			BIL			OTH	114243003	Bilophia wadsworhthia	LUPW	ACCEPTED	3220481	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila
bip	Bipolaris sp.	C		f						BIP				24145000	Bipolaris	3ADX	ACCEPTED	2617116	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris
bls	Blastocystis sp.	C		f						BLS				7104002	Blastocystis			3269640	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota				Blastocystis
bla	Blastomyces sp.	C		f						BLA				115995005	Blastomyces species	3AQQ	ACCEPTED	6776300	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Blastomyces
bdr	Blastomyces dermatitidis	C		f						BLA				65615007	Blastomyces dermatitidis			5257877	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Blastomyces
bd-	Bordetella sp.	C		-			-			BD-			OTH	131220003	Bordetella species	3BJE	ACCEPTED	3219828	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
bav	Bordetella avium	C		-			-			BD-			OTH	43354005	Bordetella avium	MJL9	ACCEPTED	3219831	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
bbr	Bordetella bronchiseptica	C		-			-			BD-			OTH	10620008	Bordetella bronchiseptica	MJLA	ACCEPTED	3219832	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
bhz	Bordetella hinzii	C		-			-			BD-			OTH	113495004	Bordetella hinzii	MJLB	ACCEPTED	3219834	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
bhm	Bordetella holmesii	C		-			-			BD-			OTH	116035000	Bordetella holmesii	MJLC	ACCEPTED	3219835	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
bpa	Bordetella parapertussis	C		-			-			BD-			OTH	26183002	Bordetella parapertussis	MJLD	ACCEPTED	3219836	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
bpe	Bordetella pertussis	C		-			-			BD-			OTH	5247005	Bordetella pertussis	MJLE	ACCEPTED	3219833	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
bol	Borrelia sp.	C		b			-			BOL			OTH	131221004	Borrelia species	3BQ7	ACCEPTED	3228159	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Borrelia
baf	Borrelia afzelii	C		b			-			BOL			OTH	416551001	Borrelia afzelii	ML3P	ACCEPTED	3228160	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Borrelia
bbu	Borrelia burgdorferi	C		b			-			BOL			OTH	76327009	Borrelia burgdorferi	ML3U	ACCEPTED	3228185	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Borrelia
bdu	Borrelia duttonii	C		b			-			BOL			OTH	39709002	Borrelia duttonii	ML42	ACCEPTED	3228180	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Borrelia
bga	Borrelia garinii	C		b			-			BOL			OTH	113497007	Borrelia garinii	ML43	ACCEPTED	3228162	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Borrelia
bhr	Borrelia hermsii	C		b			-			BOL			OTH	62748005	Borrelia hermsii	ML46	ACCEPTED	3228173	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Borrelia
bpk	Borrelia parkeri	C		b			-			BOL			OTH	41704008	Borrelia parkeri	ML4D	ACCEPTED	3228191	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Borrelia
brc	Borrelia recurrentis	C		b			-			BOL			OTH	34726005	Borrelia recurrentis	ML4F	ACCEPTED	3228190	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Borrelia
btr	Borrelia turicatae	C		b			-			BOL			OTH	24986006	Borrelia turicatae	ML4P	ACCEPTED	3228165	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Borrelia
brs	Brachyspira sp.	C		b			-			BRS			OTH	131228005	Brachyspira species	3CKT	ACCEPTED	3228112	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Brachyspiraceae	Brachyspira
bre	Brevibacterium sp.	C		+			+			BRE	COF		OTH	3603008	Brevibacterium	3D2Z	ACCEPTED	3224718	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Brevibacteriaceae	Brevibacterium
bvc	Brevibacterium casei	C		+			+			BRE	COF		OTH	6405003	Brevibacterium casei	N9LM	ACCEPTED	3225712	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Brevibacteriaceae	Brevibacterium
bep	Brevibacterium epidermidis	C		+			+			BRE	COF		OTH	57301000	Brevibacterium epidermidis	N9LR	ACCEPTED	3225707	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Brevibacteriaceae	Brevibacterium
bmb	Brevibacterium mcbrellneri	C		+			+			BRE	COF		OTH	113518003	Brevibacterium mecbrellneri	N9M7	ACCEPTED	3225706	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Brevibacteriaceae	Brevibacterium
brv	Brevundimonas sp.	C		-			-		NFR	BRV			OTH	115154006	Brevundimonas	3D5S	ACCEPTED	3221698	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
pdi	Brevundimonas diminuta	C		-			-		NFR	BRV			OTH	113689009	Brevundimonas diminuta	NADM	ACCEPTED	3221704	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
pve	Brevundimonas vesicularis	C		-			-		NFR	BRV			OTH	113690000	Brevundimonas vesicularis	NAE3	ACCEPTED	3221706	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
bro	Brochothrix sp.	C		+			+			BRO			OTH	431132005	Genus Brochothrix	3DAL	ACCEPTED	3228104	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix
br-	Brucella sp.	C		-			-			BR-			BRUR	116505000	Brucella species	3DEP	ACCEPTED	3220805	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella
